Summary,CVEs,Severity,Jfrog Severity,Type,Provider,Component,Infected Version,Fix Version,Edited,Component Versions Id,CVSS v2,CVSS v3,Cwe,Id,Is Source Root,Source Comp Id,Source Id,Component Physical Paths,Applicability
"node-tar is a full-featured Tar for Node.js. Prior to version 7.5.11, tar (npm) can be tricked into creating a symlink that points outside the extraction directory by using a drive-relative symlink target such as C:../../../target.txt, which enables file overwrite outside cwd during normal tar.x() extraction. This vulnerability is fixed in 7.5.11.",CVE-2026-31802,Medium,,security,JFrog,tar,≤ 7.5.10,7.5.11,,tar,,5.5/CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,CWE-22,XRAY-950567,false,npm://tar:4.4.19,npm://tar,sha256__8f665685b215c7daf9164545f1bbdd74d800af77d0d267db31fe0345c0c8fb8b.tar.gz/usr/local/lib/node_modules/npm/node_modules/tar,Not Applicable
"node-tar is a full-featured Tar for Node.js. Prior to version 7.5.10, tar can be tricked into creating a hardlink that points outside the extraction directory by using a drive-relative link target such as C:../target.txt, which enables file overwrite outside cwd during normal tar.x() extraction. This issue has been patched in version 7.5.10.",CVE-2026-29786,Medium,,security,JFrog,tar,≤ 7.5.9,7.5.10,,tar,,6.3/CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:C/C:N/I:H/A:N,"CWE-59,CWE-22",XRAY-949059,false,npm://tar:4.4.19,npm://tar,sha256__8f665685b215c7daf9164545f1bbdd74d800af77d0d267db31fe0345c0c8fb8b.tar.gz/usr/local/lib/node_modules/npm/node_modules/tar,Not Applicable
"ajv (Another JSON Schema Validator) before 8.18.0 is vulnerable to Regular Expression Denial of Service (ReDoS) when the $data option is enabled. The pattern keyword accepts runtime data via JSON Pointer syntax ($data reference), which is passed directly to the JavaScript RegExp() constructor without validation. An attacker can inject a malicious regex pattern (e.g., ""^(a|a)*$"") combined with crafted input to cause catastrophic backtracking. A 31-character payload causes approximately 44 seconds of CPU blocking, with each additional character doubling execution time. This enables complete denial of service with a single HTTP request against any API using ajv with $data: true for dynamic schema validation. This issue is also fixed in version 6.14.0.",CVE-2025-69873,Medium,,security,JFrog,ajv,"< 6.14.0,7.0.0-alpha.0 ≤ Version < 8.18.0","6.14.0,8.18.0",,ajv,,7.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"CWE-400,CWE-1333",XRAY-943934,false,npm://ajv:6.12.6,npm://ajv,sha256__8f665685b215c7daf9164545f1bbdd74d800af77d0d267db31fe0345c0c8fb8b.tar.gz/usr/local/lib/node_modules/npm/node_modules/har-validator/node_modules/ajv,Not Applicable
"Issue summary: Use of -addreject option with the openssl x509 application adds
a trusted use instead of a rejected use for a certificate.

Impact summary: If a user intends to make a trusted certificate rejected for
a particular use it will be instead marked as trusted for that use.

A copy & paste error during minor refactoring of the code introduced this
issue in the OpenSSL 3.5 version. If, for example, a trusted CA certificate
should be trusted only for the purpose of authenticating TLS servers but not
for CMS signature verification and the CMS signature verification is intended
to be marked as rejected with the -addreject option, the resulting CA
certificate will be trusted for CMS signature verification purpose instead.

Only users which use the trusted certificate format who use the openssl x509
command line application to add rejected uses are affected by this issue.
The issues affecting only the command line application are considered to
be Low severity.

The FIPS modules in 3.5, 3.4, 3.3, 3.2, 3.1 and 3.0 are not affected by this
issue.

OpenSSL 3.4, 3.3, 3.2, 3.1, 3.0, 1.1.1 and 1.0.2 are also not affected by this
issue.",CVE-2025-4575,Medium,,security,JFrog,alpine:libcrypto3,< 3.5.1-r0,3.5.1-r0,,3.17:libcrypto3,,6.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,CWE-295,XRAY-707554,false,alpine://3.17:libssl3:3.0.8-r3,alpine://3.17:libcrypto3,"sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libcrypto3:3.0.8-r3;
sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libssl3:3.0.8-r3",Not Applicable
node-tar is a Tar for Node.js. node-tar prior to version 6.2.1 has no limit on the number of sub-folders created in the folder creation process. An attacker who generates a large number of sub-folders can consume memory on the system running node-tar and even crash the Node.js client within few seconds of running it using a path with too many sub-folders inside. Version 6.2.1 fixes this issue by preventing extraction in excessively deep sub-folders.,CVE-2024-28863,Medium,,security,JFrog,tar,≤ 7.5.20,7.5.21,,tar,,6.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,"CWE-674,CWE-770,CWE-400",XRAY-594771,false,npm://tar:4.4.19,npm://tar,sha256__8f665685b215c7daf9164545f1bbdd74d800af77d0d267db31fe0345c0c8fb8b.tar.gz/usr/local/lib/node_modules/npm/node_modules/tar,Not Applicable
A use-after-free vulnerability was discovered in xasprintf function in xfuncs_printf.c:344 in BusyBox v.1.36.1.,CVE-2023-42363,Medium,,security,JFrog,alpine:busybox-binsh,< 1.35.0-r31,1.35.0-r31,,3.17:busybox-binsh,,5.5/CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,CWE-416,XRAY-539897,false,alpine://3.17:ssl_client:1.35.0-r29,alpine://3.17:busybox-binsh,"sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:busybox:1.35.0-r29;
sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:ssl_client:1.35.0-r29;
sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:busybox-binsh:1.35.0-r29",Not Applicable
"Improper Input Validation vulnerability in qs (parse modules) allows HTTP DoS.This issue affects qs: < 6.14.1.


Summary

The arrayLimit option in qs did not enforce limits for bracket notation (a[]=1&a[]=2), only for indexed notation (a[0]=1). This is a consistency bug; arrayLimit should apply uniformly across all array notations.

Note: The default parameterLimit of 1000 effectively mitigates the DoS scenario originally described. With default options, bracket notation cannot produce arrays larger than parameterLimit regardless of arrayLimit, because each a[]=valueconsumes one parameter slot. The severity has been reduced accordingly.

Details

The arrayLimit option only checked limits for indexed notation (a[0]=1&a[1]=2) but did not enforce it for bracket notation (a[]=1&a[]=2).

Vulnerable code (lib/parse.js:159-162):

if (root === '[]' && options.parseArrays) {
    obj = utils.combine([], leaf);  // No arrayLimit check
}





Working code (lib/parse.js:175):

else if (index <= options.arrayLimit) {  // Limit checked here
    obj = [];
    obj[index] = leaf;
}





The bracket notation handler at line 159 uses utils.combine([], leaf) without validating against options.arrayLimit, while indexed notation at line 175 checks index <= options.arrayLimit before creating arrays.



PoC

const qs = require('qs');
const result = qs.parse('a[]=1&a[]=2&a[]=3&a[]=4&a[]=5&a[]=6', { arrayLimit: 5 });
console.log(result.a.length);  // Output: 6 (should be max 5)





Note on parameterLimit interaction: The original advisory's ""DoS demonstration"" claimed a length of 10,000, but parameterLimit (default: 1000) caps parsing to 1,000 parameters. With default options, the actual output is 1,000, not 10,000.

Impact

Consistency bug in arrayLimit enforcement. With default parameterLimit, the practical DoS risk is negligible since parameterLimit already caps the total number of parsed parameters (and thus array elements from bracket notation). The risk increases only when parameterLimit is explicitly set to a very high value.",CVE-2025-15284,Low,High,security,JFrog,qs,< 6.14.1,6.14.1,,qs,,3.7/CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L,CWE-20,XRAY-908096,false,npm://qs:6.5.3,npm://qs,"sha256__7ded2465c61dfe2b42e59390a496788532dfd7a3d1c980d186cd36a9e2133c06.tar.gz/app/node_modules/qs;
sha256__8f665685b215c7daf9164545f1bbdd74d800af77d0d267db31fe0345c0c8fb8b.tar.gz/usr/local/lib/node_modules/npm/node_modules/qs",Not Applicable
"In netstat in BusyBox through 1.37.0, local users can launch of network application with an argv[0] containing an ANSI terminal escape sequence, leading to a denial of service (terminal locked up) when netstat is used by a victim.",CVE-2024-58251,Low,,security,JFrog,alpine:busybox-binsh,< 1.37.0-r24,1.37.0-r24,,3.17:busybox-binsh,,2.5/CVSS:3.1/AV:L/AC:H/PR:N/UI:R/S:U/C:N/I:N/A:L,CWE-150,XRAY-727047,false,alpine://3.17:ssl_client:1.35.0-r29,alpine://3.17:busybox-binsh,"sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:busybox-binsh:1.35.0-r29;
sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:busybox:1.35.0-r29;
sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:ssl_client:1.35.0-r29",Not Applicable
"There is a stack overflow vulnerability in ash.c:6030 in busybox before 1.35. In the environment of Internet of Vehicles, this vulnerability can be executed from command to arbitrary code execution.",CVE-2022-48174,Critical,Low,security,JFrog,alpine:busybox-binsh,< 1.36.1-r2,1.36.1-r2,,3.17:busybox-binsh,,9.8/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-787,XRAY-529062,false,alpine://3.17:ssl_client:1.35.0-r29,alpine://3.17:busybox-binsh,"sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:busybox:1.35.0-r29;
sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:ssl_client:1.35.0-r29;
sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:busybox-binsh:1.35.0-r29",Undetermined
"Mongoose before 8.9.5 can improperly use a nested $where filter with a populate() match, leading to search injection. NOTE: this issue exists because of an incomplete fix for CVE-2024-53900.",CVE-2025-23061,Critical,,security,JFrog,mongoose,"< 6.13.6,7.0.0-rc0 ≤ Version < 7.8.4,8.0.0-rc0 ≤ Version < 8.9.5","6.13.6,7.8.4,8.9.5",,mongoose,,9.8/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-94,XRAY-666870,false,npm://mongoose:5.0.0,npm://mongoose,sha256__7ded2465c61dfe2b42e59390a496788532dfd7a3d1c980d186cd36a9e2133c06.tar.gz/app/node_modules/mongoose,Not Covered
"Mongoose before 8.8.3 can improperly use $where in match, leading to search injection.",CVE-2024-53900,Critical,,security,JFrog,mongoose,"3.6.0-rc0 ≤ Version < 5.13.23,6.0.0-rc0 ≤ Version < 6.13.5,7.0.0-rc0 ≤ Version < 7.8.3,8.0.0-rc0 ≤ Version < 8.8.3","5.13.23,6.13.5,7.8.3,8.8.3",,mongoose,,9.8/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-89,XRAY-656269,false,npm://mongoose:5.0.0,npm://mongoose,sha256__7ded2465c61dfe2b42e59390a496788532dfd7a3d1c980d186cd36a9e2133c06.tar.gz/app/node_modules/mongoose,Not Covered
"Issue summary: An application trying to decrypt CMS messages encrypted using
password based encryption can trigger an out-of-bounds read and write.

Impact summary: This out-of-bounds read may trigger a crash which leads to
Denial of Service for an application. The out-of-bounds write can cause
a memory corruption which can have various consequences including
a Denial of Service or Execution of attacker-supplied code.

Although the consequences of a successful exploit of this vulnerability
could be severe, the probability that the attacker would be able to
perform it is low. Besides, password based (PWRI) encryption support in CMS
messages is very rarely used. For that reason the issue was assessed as
Moderate severity according to our Security Policy.

The FIPS modules in 3.5, 3.4, 3.3, 3.2, 3.1 and 3.0 are not affected by this
issue, as the CMS implementation is outside the OpenSSL FIPS module
boundary.",CVE-2025-9230,High,Medium,security,JFrog,alpine:libcrypto3,< 3.0.19-r0,3.0.19-r0,,3.17:libcrypto3,,7.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"CWE-787,CWE-125",XRAY-725670,false,alpine://3.17:libssl3:3.0.8-r3,alpine://3.17:libcrypto3,"sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libcrypto3:3.0.8-r3;
sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libssl3:3.0.8-r3",Undetermined
"Issue summary: Processing a malformed PKCS#12 file can trigger a NULL pointer
dereference in the PKCS12_item_decrypt_d2i_ex() function.

Impact summary: A NULL pointer dereference can trigger a crash which leads to
Denial of Service for an application processing PKCS#12 files.

The PKCS12_item_decrypt_d2i_ex() function does not check whether the oct
parameter is NULL before dereferencing it. When called from
PKCS12_unpack_p7encdata() with a malformed PKCS#12 file, this parameter can
be NULL, causing a crash. The vulnerability is limited to Denial of Service
and cannot be escalated to achieve code execution or memory disclosure.

Exploiting this issue requires an attacker to provide a malformed PKCS#12 file
to an application that processes it. For that reason the issue was assessed as
Low severity according to our Security Policy.

The FIPS modules in 3.6, 3.5, 3.4, 3.3 and 3.0 are not affected by this issue,
as the PKCS#12 implementation is outside the OpenSSL FIPS module boundary.

OpenSSL 3.6, 3.5, 3.4, 3.3, 3.0, 1.1.1 and 1.0.2 are vulnerable to this issue.",CVE-2025-69421,High,Low,security,JFrog,alpine:libcrypto3,< 3.0.19-r0,3.0.19-r0,,3.17:libcrypto3,,7.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-476,XRAY-936819,false,alpine://3.17:libssl3:3.0.8-r3,alpine://3.17:libcrypto3,"sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libcrypto3:3.0.8-r3;
sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libssl3:3.0.8-r3",Undetermined
"Issue summary: During processing of a crafted CMS EnvelopedData message
with KeyTransportRecipientInfo a NULL pointer dereference can happen.

Impact summary: Applications that process attacker-controlled CMS data may
crash before authentication or cryptographic operations occur resulting in
Denial of Service.

When a CMS EnvelopedData message that uses KeyTransportRecipientInfo with
RSA-OAEP encryption is processed, the optional parameters field of
RSA-OAEP SourceFunc algorithm identifier is examined without checking
for its presence. This results in a NULL pointer dereference if the field
is missing.

Applications and services that call CMS_decrypt() on untrusted input
(e.g., S/MIME processing or CMS-based protocols) are vulnerable.

The FIPS modules in 3.6, 3.5, 3.4, 3.3 and 3.0 are not affected by this
issue, as the affected code is outside the OpenSSL FIPS module boundary.",CVE-2026-28390,High,,security,JFrog,alpine:libcrypto3,< 3.5.6-r0,3.5.6-r0,,3.17:libcrypto3,,7.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-476,XRAY-962285,false,alpine://3.17:libssl3:3.0.8-r3,alpine://3.17:libcrypto3,"sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libcrypto3:3.0.8-r3;
sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libssl3:3.0.8-r3",Undetermined
"Issue summary: During processing of a crafted CMS EnvelopedData message
with KeyAgreeRecipientInfo a NULL pointer dereference can happen.

Impact summary: Applications that process attacker-controlled CMS data may
crash before authentication or cryptographic operations occur resulting in
Denial of Service.

When a CMS EnvelopedData message that uses KeyAgreeRecipientInfo is
processed, the optional parameters field of KeyEncryptionAlgorithmIdentifier
is examined without checking for its presence. This results in a NULL
pointer dereference if the field is missing.

Applications and services that call CMS_decrypt() on untrusted input
(e.g., S/MIME processing or CMS-based protocols) are vulnerable.

The FIPS modules in 3.6, 3.5, 3.4, 3.3 and 3.0 are not affected by this
issue, as the affected code is outside the OpenSSL FIPS module boundary.",CVE-2026-28389,High,,security,JFrog,alpine:libcrypto3,< 3.5.6-r0,3.5.6-r0,,3.17:libcrypto3,,7.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-476,XRAY-962283,false,alpine://3.17:libssl3:3.0.8-r3,alpine://3.17:libcrypto3,"sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libcrypto3:3.0.8-r3;
sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libssl3:3.0.8-r3",Undetermined
Denial of Service in mongodb,,High,,security,JFrog,mongodb,"0.9.1 ≤ Version ≤ 0.9.4,0.9.6,0.9.7,0.9.8,0.9.9,1.0.0 ≤ Version ≤ 1.0.2,1.1.0,1.1.1 ≤ Version ≤ 1.3.23,1.4.0,1.4.1 ≤ Version ≤ 1.4.40,2.0.0,2.0.1 ≤ Version ≤ 2.0.55,2.1.0,2.1.1 ≤ Version ≤ 2.1.21,2.2.0,2.2.1 ≤ Version ≤ 2.2.36,3.0.0,3.0.1 ≤ Version ≤ 3.0.11,3.1.0,3.1.1 ≤ Version ≤ 3.1.12",3.1.13,,mongodb,,,,XRAY-90643,false,npm://mongodb:3.0.1,npm://mongodb,sha256__7ded2465c61dfe2b42e59390a496788532dfd7a3d1c980d186cd36a9e2133c06.tar.gz/app/node_modules/mongodb,Not Covered
Axios up to and including 0.18.0 allows attackers to cause a denial of service (application crash) by continuing to accepting content after maxContentLength is exceeded.,CVE-2019-10742,High,,security,JFrog,axios,< 0.18.1,0.18.1,,axios,5.0/CVSS:2.0/AV:N/AC:L/Au:N/C:N/I:N/A:P,7.5/CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"CWE-20,CWE-755",XRAY-81888,false,npm://axios:0.18.0,npm://axios,sha256__7ded2465c61dfe2b42e59390a496788532dfd7a3d1c980d186cd36a9e2133c06.tar.gz/app/node_modules/axios,Not Covered
"Axios is a promise based HTTP client for the browser and Node.js. Prior to 1.15.1 and 0.31.1, the Axios library's XSRF token protection logic uses JavaScript truthy/falsy semantics instead of strict boolean comparison for the withXSRFToken config property. When this property is set to any truthy non-boolean value (via prototype pollution or misconfiguration), the same-origin check (isURLSameOrigin) is short-circuited, causing XSRF tokens to be sent to all request targets including cross-origin servers controlled by an attacker. This vulnerability is fixed in 1.15.1 and 0.31.1.",CVE-2026-42042,Medium,Medium,security,JFrog,axios,"≤ 0.31.0,1.0.0 ≤ Version < 1.15.1","0.31.1,1.15.1",,axios,,5.4/CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,"CWE-201,CWE-183",XRAY-975954,false,npm://axios:0.18.0,npm://axios,sha256__7ded2465c61dfe2b42e59390a496788532dfd7a3d1c980d186cd36a9e2133c06.tar.gz/app/node_modules/axios,Not Covered
"Axios is a promise based HTTP client for the browser and Node.js. Prior to 1.15.1 and 0.31.1, the Axios library is vulnerable to a Prototype Pollution ""Gadget"" attack that allows any Object.prototype pollution to silently suppress all HTTP error responses (401, 403, 500, etc.), causing them to be treated as successful responses. This completely bypasses application-level authentication and error handling. The root cause is that validateStatus is the only config property using the mergeDirectKeys merge strategy, which uses JavaScript's in operator — an operator that inherently traverses the prototype chain. When Object.prototype.validateStatus is polluted with () => true, all HTTP status codes are accepted as success. This vulnerability is fixed in 1.15.1 and 0.31.1.",CVE-2026-42041,Medium,Medium,security,JFrog,axios,"≤ 0.31.0,1.0.0 ≤ Version < 1.15.1","0.31.1,1.15.1",,axios,,6.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,"CWE-287,CWE-1321",XRAY-975953,false,npm://axios:0.18.0,npm://axios,sha256__7ded2465c61dfe2b42e59390a496788532dfd7a3d1c980d186cd36a9e2133c06.tar.gz/app/node_modules/axios,Not Covered
A use-after-free vulnerability was discovered in BusyBox v.1.36.1 via a crafted awk pattern in the awk.c copyvar function.,CVE-2023-42365,Medium,Medium,security,JFrog,alpine:busybox-binsh,< 1.35.0-r31,1.35.0-r31,,3.17:busybox-binsh,,5.5/CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,CWE-416,XRAY-539895,false,alpine://3.17:busybox-binsh:1.35.0-r29,alpine://3.17:busybox-binsh,"sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:busybox-binsh:1.35.0-r29;
sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:ssl_client:1.35.0-r29;
sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:busybox:1.35.0-r29",Not Covered
A heap-buffer-overflow was discovered in BusyBox v.1.36.1 in the next_token function at awk.c:1159.,CVE-2023-42366,Medium,Medium,security,JFrog,alpine:busybox-binsh,< 1.35.0-r30,1.35.0-r30,,3.17:busybox-binsh,,5.5/CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,CWE-787,XRAY-539894,false,alpine://3.17:busybox-binsh:1.35.0-r29,alpine://3.17:busybox-binsh,"sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:busybox:1.35.0-r29;
sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:ssl_client:1.35.0-r29;
sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:busybox-binsh:1.35.0-r29",Not Covered
Axios NPM package 0.21.0 contains a Server-Side Request Forgery (SSRF) vulnerability where an attacker is able to bypass a proxy by providing a URL that responds with a redirect to a restricted host or IP address.,CVE-2020-28168,Medium,Medium,security,JFrog,axios,< 0.21.1,0.21.1,2023-01-08T19:30:00Z,axios,4.3/CVSS:2.0/AV:N/AC:M/Au:N/C:P/I:N/A:N,5.9/CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,CWE-918,XRAY-128002,false,npm://axios:0.18.0,npm://axios,sha256__7ded2465c61dfe2b42e59390a496788532dfd7a3d1c980d186cd36a9e2133c06.tar.gz/app/node_modules/axios,Not Covered
"Issue summary: The AES-XTS cipher decryption implementation for 64 bit ARM
platform contains a bug that could cause it to read past the input buffer,
leading to a crash.

Impact summary: Applications that use the AES-XTS algorithm on the 64 bit ARM
platform can crash in rare circumstances. The AES-XTS algorithm is usually
used for disk encryption.

The AES-XTS cipher decryption implementation for 64 bit ARM platform will read
past the end of the ciphertext buffer if the ciphertext size is 4 mod 5 in 16
byte blocks, e.g. 144 bytes or 1024 bytes. If the memory after the ciphertext
buffer is unmapped, this will trigger a crash which results in a denial of
service.

If an attacker can control the size and location of the ciphertext buffer
being decrypted by an application using AES-XTS on 64 bit ARM, the
application is affected. This is fairly unlikely making this issue
a Low severity one.",CVE-2023-1255,Medium,Low,security,JFrog,alpine:libcrypto3,< 3.0.8-r4,3.0.8-r4,,3.17:libcrypto3,,5.9/CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-125,XRAY-515312,false,alpine://3.17:libcrypto3:3.0.8-r3,alpine://3.17:libcrypto3,"sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libssl3:3.0.8-r3;
sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libcrypto3:3.0.8-r3",Not Covered
"Axios is a promise based HTTP client for the browser and Node.js. Prior to 1.15.1 and 0.31.1, when responseType: 'stream' is used, Axios returns the response stream without enforcing maxContentLength. This bypasses configured response-size limits and allows unbounded downstream consumption. This vulnerability is fixed in 1.15.1 and 0.31.1.",CVE-2026-42036,Medium,,security,JFrog,axios,"≤ 0.31.0,1.0.0 ≤ Version < 1.15.1","0.31.1,1.15.1",,axios,,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,CWE-770,XRAY-975951,false,npm://axios:0.18.0,npm://axios,sha256__7ded2465c61dfe2b42e59390a496788532dfd7a3d1c980d186cd36a9e2133c06.tar.gz/app/node_modules/axios,Not Covered
"Axios is a promise based HTTP client for the browser and Node.js. Prior to 1.15.1 and 0.31.1, for stream request bodies, maxBodyLength is bypassed when maxRedirects is set to 0 (native http/https transport path). Oversized streamed uploads are sent fully even when the caller sets strict body limits. This vulnerability is fixed in 1.15.1 and 0.31.1.",CVE-2026-42034,Medium,,security,JFrog,axios,"≤ 0.31.0,1.0.0 ≤ Version < 1.15.1","0.31.1,1.15.1",,axios,,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,CWE-770,XRAY-975950,false,npm://axios:0.18.0,npm://axios,sha256__7ded2465c61dfe2b42e59390a496788532dfd7a3d1c980d186cd36a9e2133c06.tar.gz/app/node_modules/axios,Not Covered
"Impact:

Lodash versions 4.17.23 and earlier are vulnerable to prototype pollution in the _.unset and _.omit functions. The fix for (CVE-2025-13465: https://github.com/lodash/lodash/security/advisories/GHSA-xxjr-mmjv-4gpg) only guards against string key members, so an attacker can bypass the check by passing array-wrapped path segments. This allows deletion of properties from built-in prototypes such as Object.prototype, Number.prototype, and String.prototype.

The issue permits deletion of prototype properties but does not allow overwriting their original behavior.

Patches:

This issue is patched in 4.18.0.

Workarounds:

None. Upgrade to the patched version.",CVE-2026-2950,Medium,,security,JFrog,lodash,≤ 4.17.23,4.18.0,,lodash,,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,CWE-1321,XRAY-959812,false,npm://lodash:4.17.4,npm://lodash,sha256__7ded2465c61dfe2b42e59390a496788532dfd7a3d1c980d186cd36a9e2133c06.tar.gz/app/node_modules/lodash,Not Covered
Incorrect parsing of certain JSON input may result in js-bson not correctly serializing BSON. This may cause unexpected application behaviour including data disclosure. This issue affects: MongoDB Inc. js-bson library version 1.1.3 and prior to.,CVE-2019-2391,Medium,,security,JFrog,bson,< 1.1.4,1.1.4,,bson,5.5/CVSS:2.0/AV:N/AC:L/Au:S/C:P/I:P/A:N,5.4/CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,CWE-502,XRAY-95979,false,npm://bson:1.0.9,npm://bson,sha256__7ded2465c61dfe2b42e59390a496788532dfd7a3d1c980d186cd36a9e2133c06.tar.gz/app/node_modules/bson,Not Covered
zlib before 1.3.2 allows CPU consumption via crc32_combine64 and crc32_combine_gen64 because x2nmodp can do right shifts within a loop that has no termination condition.,CVE-2026-27171,Medium,,security,JFrog,alpine:zlib,< 1.3.2-r0,1.3.2-r0,,3.17:zlib,,5.5/CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,CWE-1284,XRAY-945144,false,alpine://3.17:zlib:1.2.13-r0,alpine://3.17:zlib,sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:zlib:1.2.13-r0,Not Covered
